50000 4 4
342.071	742.252	366.719	159.455	57.368	936.745	231.198	692.616
815.909	114.212	346.768	897.569	311.127	786.365	452.982	436.44
799.73	518.397	310.27	227.641	975.662	52.735	767.094	116.882
299.284	443.988	336.45	160.791	501.42	826.509	285.551	301.451
506.167	23.416	481.866	349.99	769.065	315.175	689.973	335.248
910.858	5.941	577.746	826.239	590.133	186.653	624.221	299.167
280.814	439.292	615.479	507.342	195.318	537.42	457.324	677.832
101.535	202.534	943.266	762.091	187.159	189.012	874.181	434.268
478.101	606.136	827.438	395.896	402.741	373.418	243.38	275.586
18.939	265.188	833.301	211.608	949.575	472.197	456.881	905.764
741.71	401.498	889.26	353.319	304.197	150.343	495.119	922.148
491.352	298.638	171.706	636.832	766.45	337.648	720.141	142.602
579.617	930.413	485.414	328.967	293.371	617.154	339.363	261.625
768.34	279.37	548.759	467.493	197.629	455.629	340.055	958.233
602.475	586.443	832.61	310.289	473.928	207.833	338.123	528.087
651.888	362.816	824.904	483.729	936.242	183.085	436	750.669
63.281	812.394	84.578	349.919	450.226	908.361	126.556	469.8
202.867	826.865	600.039	124.669	481.45	486.249	872.131	230.094
623.565	987.989	4.495	863.915	415.47	184.296	511.505	392.078
617.443	834.576	18.121	447.223	277.677	435.504	393.771	383.168
184.482	343.389	383.539	720.066	331.596	251.719	538.835	270.659
623.349	394.574	3.323	805.247	497.027	594.773	478.507	335.176
66.591	595.597	784.289	369.352	417.637	756.456	967.093	392.405
390.024	812.169	428.178	651.749	387.647	468.952	193.35	760.171
974.74	219.34	916.93	138.023	947.941	220.617	193.602	527.96
487.464	696.002	621.368	563.884	510.178	483.1	465.599	712.24
718.978	204.42	603.014	281.897	704.806	906.414	337.746	306.737
182.357	842.723	997.988	419.125	599.753	117.763	678.342	790.131
467.651	404.645	467.181	220.654	382.798	970.138	454.6	403.571
706.551	728.352	174.246	726.457	900.582	434.776	342.646	322.794
444.844	591.31	192.934	950.567	498.746	687.05	45.058	928.017
343.386	806.968	619.578	462.783	277.976	241.805	727.732	11.411
576.842	581.816	673.318	111.121	558.766	866.605	129.359	802.208
724.765	464.706	298.01	591.194	416.143	907.24	485.942	321.906
479.376	694.389	487.756	819.113	244.917	804.732	314.614	200.564
246.008	201.905	265.078	820.518	827.025	432.94	520.495	587.403
284.015	435.856	381.577	562.729	781.283	231.878	754.112	274.231
705.216	429.652	234.181	749.684	468.466	421.131	598.434	246.53
941.007	71.684	438.06	775.758	942.781	364.769	327.502	123.152
500.185	278.309	361.641	705.195	133.158	260.099	747.177	419
349.768	318.325	531.975	707.423	700.993	360.464	383.517	914.385
812.742	521.285	546.208	271.185	862.309	303.743	363.929	585.329
689.087	270.638	74.231	711.803	260.551	575.072	487.851	773.314
102.856	266.485	816.202	976.78	437.782	463.071	671.85	657.015
191.935	257.541	308.086	422.189	524.963	969.034	305.594	808.213
